itemName,itemDescrip,itemFile,descriptiveName
gps_g14,"POOR IMPULSE CONTROL: Disordered regulation and control of action on inner urges, resulting in sudden, unmodulated, arbitrary or misdirected discharge of tension and emotions without concern about consequences. Basis for rating: Behavior during the course of interview and reportted by primary care workers or family.",G:\Package_1204973\txtDocs\panss01.txt,Structured Clinical Interview for the Positive and Negative Syndrome Scale
gps_g15,PREOCCUPATION: Absorption with internally generated thoughts and feelings and with autistic experiences to the detriment of reality orientation and adaptive behavior. Basis for rating: Interpersonal behavior observed during the course of interview.,G:\Package_1204973\txtDocs\panss01.txt,Structured Clinical Interview for the Positive and Negative Syndrome Scale
gps_g16,"ACTIVE SOCIAL AVOIDANCE: Deminished social involvement associated with unwarranted fear, hostility, or distrust. Basis for rating: Reports of social functioning primary care workers or family.",G:\Package_1204973\txtDocs\panss01.txt,Structured Clinical Interview for the Positive and Negative Syndrome Scale
collection_title,collection_title,G:\Package_1204973\txtDocs\panss01.txt,Structured Clinical Interview for the Positive and Negative Syndrome Scale
collection_id,collection_id,G:\Package_1204973\txtDocs\pmh01.txt,psychiatric medical history
pmh01_id,pmh01_id,G:\Package_1204973\txtDocs\pmh01.txt,psychiatric medical history
dataset_id,dataset_id,G:\Package_1204973\txtDocs\pmh01.txt,psychiatric medical history
subjectkey,The NDAR Global Unique Identifier (GUID) for research subject,G:\Package_1204973\txtDocs\pmh01.txt,psychiatric medical history
src_subject_id,Subject ID how it's defined in lab/project,G:\Package_1204973\txtDocs\pmh01.txt,psychiatric medical history
interview_date,Date on which the interview/genetic test/sampling/imaging/biospecimen was completed. MM/DD/YYYY,G:\Package_1204973\txtDocs\pmh01.txt,psychiatric medical history
interview_age,Age in months at the time of the interview/test/sampling/imaging.,G:\Package_1204973\txtDocs\pmh01.txt,psychiatric medical history
sex,Sex of subject at birth,G:\Package_1204973\txtDocs\pmh01.txt,psychiatric medical history
age_1st_hosp,Age at first psychiatric hospitalization (years),G:\Package_1204973\txtDocs\pmh01.txt,psychiatric medical history
hospcount,How many psychiatric hospitalizations has the subject had (lifetime)? (number of episodes),G:\Package_1204973\txtDocs\pmh01.txt,psychiatric medical history
ectever,Has the subject ever received an ECT?,G:\Package_1204973\txtDocs\pmh01.txt,psychiatric medical history
suiciever,Has the subject ever attempted suicide (include 'true' suicide attempts and/or suicide gestures)?,G:\Package_1204973\txtDocs\pmh01.txt,psychiatric medical history
aller,"Allergies, Medications",G:\Package_1204973\txtDocs\pmh01.txt,psychiatric medical history
midihist_002,Allergies- Other,G:\Package_1204973\txtDocs\pmh01.txt,psychiatric medical history
heent,Heent exam,G:\Package_1204973\txtDocs\pmh01.txt,psychiatric medical history
mhxa1c,Coronary artery disease,G:\Package_1204973\txtDocs\pmh01.txt,psychiatric medical history
lhq_hyp,Hypertension,G:\Package_1204973\txtDocs\pmh01.txt,psychiatric medical history
cardiooth,Other Cardio,G:\Package_1204973\txtDocs\pmh01.txt,psychiatric medical history
mhx005a,History of: Renal disorder,G:\Package_1204973\txtDocs\pmh01.txt,psychiatric medical history
hepat,Hepatitis,G:\Package_1204973\txtDocs\pmh01.txt,psychiatric medical history
mhx007aa,History of: Pulmonary disorder,G:\Package_1204973\txtDocs\pmh01.txt,psychiatric medical history
gastro,"Gastrointestinal Disorder (Stomach, Bowels)",G:\Package_1204973\txtDocs\pmh01.txt,psychiatric medical history
muscul,"Musculoskeletal Disorder (Muscles, Joints, Spine)",G:\Package_1204973\txtDocs\pmh01.txt,psychiatric medical history
neuro_dis,"Neurologic Disorder (Brain, Spinal Cord, Peripheral Nerves)",G:\Package_1204973\txtDocs\pmh01.txt,psychiatric medical history
mhx013a,History of: Dermatologic disorder,G:\Package_1204973\txtDocs\pmh01.txt,psychiatric medical history
baseline_k_005,Has she/he ever been to a doctor for any of these things…Diabetes /Diabetes,G:\Package_1204973\txtDocs\pmh01.txt,psychiatric medical history
mdga10,Diagnosed with: Hyperlipidemia,G:\Package_1204973\txtDocs\pmh01.txt,psychiatric medical history
hemato,Hematologic Disorder (Blood Disorders),G:\Package_1204973\txtDocs\pmh01.txt,psychiatric medical history
endoc,"Endocrine Disorder (Thyroid gland, Adrenal glands, etc.)",G:\Package_1204973\txtDocs\pmh01.txt,psychiatric medical history
genit_dis,"Genitourinary Disorder (Bladder, Reproductive System)",G:\Package_1204973\txtDocs\pmh01.txt,psychiatric medical history
medprob_inf,Infectious Disease: Is there any known abnormality in this area,G:\Package_1204973\txtDocs\pmh01.txt,psychiatric medical history
szsadbponset,"How old was the subject at the first symptom onset of SZ, SAD, or Psychotic BD? (specify age in years)",G:\Package_1204973\txtDocs\pmh01.txt,psychiatric medical history
i1a,How old was the subject at the first onset of any psychiatric illness? (specify age in years),G:\Package_1204973\txtDocs\pmh01.txt,psychiatric medical history
i7,Has any member of your family ever beenhospitalized for a psychiatric problem or a nervous breakdown?,G:\Package_1204973\txtDocs\pmh01.txt,psychiatric medical history
i8,Has any member of your family taken medicines to treat a psychiatric problem?,G:\Package_1204973\txtDocs\pmh01.txt,psychiatric medical history
i9,Has any member of your family lived in a group home or supervised housing?,G:\Package_1204973\txtDocs\pmh01.txt,psychiatric medical history
i10,Does any member of your family receive SSI or disability benefits?,G:\Package_1204973\txtDocs\pmh01.txt,psychiatric medical history
i11,Is any member of your family odd or eccentric?,G:\Package_1204973\txtDocs\pmh01.txt,psychiatric medical history
i11a,Is he/she withdrawn?,G:\Package_1204973\txtDocs\pmh01.txt,psychiatric medical history
i11b,Does he/she talk to himself/herself?,G:\Package_1204973\txtDocs\pmh01.txt,psychiatric medical history
i12a,"Number of first degree relatives with a probable schizophrenia/bipolar spectrum disorders (DSM-IV Axis I and Axis II): schizophrenia, schizoaffective disorder, bipolar disorders, major depressive disorder, cluster A and cluster B personality disorders.",G:\Package_1204973\txtDocs\pmh01.txt,psychiatric medical history
i12b,"Number of second degree relatives (e.g. grandparents, grandchildren, aunts, uncles,) with a probable schizophrenia/bipolar spectrum disorders (DSM-IV Axis I and Axis II): schizophrenia, schizoaffective disorder, bipolar disorders, major depressive disorder, cluster A and cluster B personality disorders.",G:\Package_1204973\txtDocs\pmh01.txt,psychiatric medical history
i12c,"Number of third degree relatives (e.g. great- grandparents) with a probable schizophrenia/bipolar spectrum disorders (DSM-IV Axis I and Axis II): schizophrenia, schizoaffective disorder, bipolar disorders, major depressive disorder, cluster A and cluster B personality disorders.",G:\Package_1204973\txtDocs\pmh01.txt,psychiatric medical history
collection_title,collection_title,G:\Package_1204973\txtDocs\pmh01.txt,psychiatric medical history
collection_id,collection_id,G:\Package_1204973\txtDocs\psychosocial01.txt,psychosocial interview
psychosocial01_id,psychosocial01_id,G:\Package_1204973\txtDocs\psychosocial01.txt,psychosocial interview
dataset_id,dataset_id,G:\Package_1204973\txtDocs\psychosocial01.txt,psychosocial interview
subjectkey,The NDAR Global Unique Identifier (GUID) for research subject,G:\Package_1204973\txtDocs\psychosocial01.txt,psychosocial interview
src_subject_id,Subject ID how it's defined in lab/project,G:\Package_1204973\txtDocs\psychosocial01.txt,psychosocial interview
interview_age,Age in months at the time of the interview/test/sampling/imaging.,G:\Package_1204973\txtDocs\psychosocial01.txt,psychosocial interview
interview_date,Date on which the interview/genetic test/sampling/imaging/biospecimen was completed. MM/DD/YYYY,G:\Package_1204973\txtDocs\psychosocial01.txt,psychosocial interview
sex,Sex of subject at birth,G:\Package_1204973\txtDocs\psychosocial01.txt,psychosocial interview
psysoc_65,Primary Axis I:,G:\Package_1204973\txtDocs\psychosocial01.txt,psychosocial interview
psysoc_70,AXIS V (GAF),G:\Package_1204973\txtDocs\psychosocial01.txt,psychosocial interview
seizures,Does (did) the subject have Seizures?,G:\Package_1204973\txtDocs\psychosocial01.txt,psychosocial interview
handedness,handedness,G:\Package_1204973\txtDocs\psychosocial01.txt,psychosocial interview
fhxcp,Cerebral Palsy,G:\Package_1204973\txtDocs\psychosocial01.txt,psychosocial interview
sad_subtype,"If diagnosis of SAD (295.70), specify subtype",G:\Package_1204973\txtDocs\psychosocial01.txt,psychosocial interview
axis1_com1,Axis I Comorbid Diagnosis DSM IV-TR diagnostic code,G:\Package_1204973\txtDocs\psychosocial01.txt,psychosocial interview
axis1_com2,Axis I Comorbid Diagnosis DSM IV-TR diagnostic code - 2,G:\Package_1204973\txtDocs\psychosocial01.txt,psychosocial interview
axis1_com3,Axis I Comorbid Diagnosis DSM IV-TR diagnostic code - 3,G:\Package_1204973\txtDocs\psychosocial01.txt,psychosocial interview
axis1_com4,Axis I Comorbid Diagnosis DSM IV-TR diagnostic code - 4,G:\Package_1204973\txtDocs\psychosocial01.txt,psychosocial interview
axis1_com5,Axis I Comorbid Diagnosis DSM IV-TR diagnostic code - 5,G:\Package_1204973\txtDocs\psychosocial01.txt,psychosocial interview
pardx,Paranoid (calculated field from the SIDP)Axis II (Personality Disorders/Mental Retardation),G:\Package_1204973\txtDocs\psychosocial01.txt,psychosocial interview
avddx,Avoidant (calculated field from the SIDP)Axis II (Personality Disorders/Mental Retardation),G:\Package_1204973\txtDocs\psychosocial01.txt,psychosocial interview
obcdx,Obsessive (calculated field from the SIDP)Axis II (Personality Disorders/Mental Retardation),G:\Package_1204973\txtDocs\psychosocial01.txt,psychosocial interview
psychosis_lt,Lifetime Psychosis,G:\Package_1204973\txtDocs\psychosocial01.txt,psychosocial interview
collection_title,collection_title,G:\Package_1204973\txtDocs\psychosocial01.txt,psychosocial interview
collection_id,collection_id,G:\Package_1204973\txtDocs\ses01.txt,
ses01_id,ses01_id,G:\Package_1204973\txtDocs\ses01.txt,
dataset_id,dataset_id,G:\Package_1204973\txtDocs\ses01.txt,
subjectkey,The NDAR Global Unique Identifier (GUID) for research subject,G:\Package_1204973\txtDocs\ses01.txt,
src_subject_id,Subject ID how it's defined in lab/project,G:\Package_1204973\txtDocs\ses01.txt,
interview_date,Date on which the interview/genetic test/sampling/imaging/biospecimen was completed. MM/DD/YYYY,G:\Package_1204973\txtDocs\ses01.txt,
interview_age,Age in months at the time of the interview/test/sampling/imaging.,G:\Package_1204973\txtDocs\ses01.txt,
sex,Sex of subject at birth,G:\Package_1204973\txtDocs\ses01.txt,
educat,Number of years in formal education,G:\Package_1204973\txtDocs\ses01.txt,
sub_edscale,Participant Educational Scale,G:\Package_1204973\txtDocs\ses01.txt,
job_ptcu,Level of Occupation. Patient current,G:\Package_1204973\txtDocs\ses01.txt,
mother_edu_years,Mother's years of education,G:\Package_1204973\txtDocs\ses01.txt,
mot_edscale,Mother Educational Scale,G:\Package_1204973\txtDocs\ses01.txt,
dem_09a,Mother highest occupation,G:\Package_1204973\txtDocs\ses01.txt,
father_edu_years,Father's years of education,G:\Package_1204973\txtDocs\ses01.txt,
fat_edscale,Father Educational Scale,G:\Package_1204973\txtDocs\ses01.txt,
dem_09b,Father highest occupation,G:\Package_1204973\txtDocs\ses01.txt,
collection_title,collection_title,G:\Package_1204973\txtDocs\ses01.txt,
collection_id,collection_id,G:\Package_1204973\txtDocs\sfs01.txt,Social Functioning Scale
sfs01_id,sfs01_id,G:\Package_1204973\txtDocs\sfs01.txt,Social Functioning Scale
dataset_id,dataset_id,G:\Package_1204973\txtDocs\sfs01.txt,Social Functioning Scale
subjectkey,The NDAR Global Unique Identifier (GUID) for research subject,G:\Package_1204973\txtDocs\sfs01.txt,Social Functioning Scale
src_subject_id,Subject ID how it's defined in lab/project,G:\Package_1204973\txtDocs\sfs01.txt,Social Functioning Scale
interview_age,Age in months at the time of the interview/test/sampling/imaging.,G:\Package_1204973\txtDocs\sfs01.txt,Social Functioning Scale
interview_date,Date on which the interview/genetic test/sampling/imaging/biospecimen was completed. MM/DD/YYYY,G:\Package_1204973\txtDocs\sfs01.txt,Social Functioning Scale
sex,Sex of subject at birth,G:\Package_1204973\txtDocs\sfs01.txt,Social Functioning Scale
sfs_03,"""Social Engagement/Withdrawal. 2. How many hours do you spend alone? (eg. Alone in a room, walking out alone, listening to the radio or watching TV alone ect.)""",G:\Package_1204973\txtDocs\sfs01.txt,Social Functioning Scale
sfs_04,Social Engagement/Withdrawal. 3. How often will you start a conversation at home?,G:\Package_1204973\txtDocs\sfs01.txt,Social Functioning Scale
sfs_05,Social Engagement/Withdrawal. 4. How often do you leave the house (for any reason)?,G:\Package_1204973\txtDocs\sfs01.txt,Social Functioning Scale
sfs_06,Social Engagement/Withdrawal. 5. How do you react to the presence of strangers?,G:\Package_1204973\txtDocs\sfs01.txt,Social Functioning Scale
sfs_07,Interpersonal Communication. 1.How many friends do you have at the moment?,G:\Package_1204973\txtDocs\sfs01.txt,Social Functioning Scale
sfs_08,Interpersonal Communication. 2.Do you have a boy \ girlfriend of are you married?,G:\Package_1204973\txtDocs\sfs01.txt,Social Functioning Scale
sfs_09,"""interpersonal Communication. Total of 1 & 2 (items 1 & 2 are added together, the highest score is 3)""",G:\Package_1204973\txtDocs\sfs01.txt,Social Functioning Scale
sfs_10,Interpersonal Communication. 3.How often are you able to carry out a sensible or rational conversation?,G:\Package_1204973\txtDocs\sfs01.txt,Social Functioning Scale
sfs_11,Interpersonal Communication. 4.How easy or difficult do you find it talking to people at the moment?,G:\Package_1204973\txtDocs\sfs01.txt,Social Functioning Scale
sfs_12,Interpersonal Communication. Total of items 1-4,G:\Package_1204973\txtDocs\sfs01.txt,Social Functioning Scale
sfs_13,Independence-p: How often you have done Buying items from stores (without help) over the past 1 month?,G:\Package_1204973\txtDocs\sfs01.txt,Social Functioning Scale
sfs_14,"""Independence-p: How often you have done Washing pots, tidying up, etc over the past 1 month?""",G:\Package_1204973\txtDocs\sfs01.txt,Social Functioning Scale
sfs_15,Independence-p: How often you have done Taking regular showers & baths over the past 1 month?,G:\Package_1204973\txtDocs\sfs01.txt,Social Functioning Scale
sfs_16,Independence-p: How often you have done Washing own clothes over the past 1 month?,G:\Package_1204973\txtDocs\sfs01.txt,Social Functioning Scale
sfs_17,Independence-p: How often you have done Looking for a job (if unemployed) over the past 1 month?,G:\Package_1204973\txtDocs\sfs01.txt,Social Functioning Scale
sfs_18,Independence-p: How often you have done Doing the food shopping over the past 1 month?,G:\Package_1204973\txtDocs\sfs01.txt,Social Functioning Scale
sfs_19,Independence-p: How often you have done Preparing and cooking a meal over the past 1 month?,G:\Package_1204973\txtDocs\sfs01.txt,Social Functioning Scale
sfs_20,Independence-p: How often you have done Leaving the house alone over the past 1 month?,G:\Package_1204973\txtDocs\sfs01.txt,Social Functioning Scale
sfs_21,"""Independence-p: How often you have done Using buses, trains, etc over the past 1 month?""",G:\Package_1204973\txtDocs\sfs01.txt,Social Functioning Scale
sfs_22,Independence-p: How often you have done Using money over the past 1 month?,G:\Package_1204973\txtDocs\sfs01.txt,Social Functioning Scale
sfs_23,Independence-p: How often you have done Budgeting over the past 1 month?,G:\Package_1204973\txtDocs\sfs01.txt,Social Functioning Scale
sfs_24,Independence-p: How often you have done Choosing & buying clothes for self over the past 1 month?,G:\Package_1204973\txtDocs\sfs01.txt,Social Functioning Scale
sfs_25,Independence-p: How often you have done Take care of personal appearance over the past 1 month?,G:\Package_1204973\txtDocs\sfs01.txt,Social Functioning Scale
sfs_26,Independence-p: Total of independence-p items,G:\Package_1204973\txtDocs\sfs01.txt,Social Functioning Scale
sfs_27,Recreation: How often you have done Playing musical instruments over the past 1 month?,G:\Package_1204973\txtDocs\sfs01.txt,Social Functioning Scale
sfs_28,"""Recreation: How often you have done Sewing, knitting over the past 1 month?""",G:\Package_1204973\txtDocs\sfs01.txt,Social Functioning Scale
sfs_29,"""Recreation: How often you have done Gardening, growing plants over the past 1 month?""",G:\Package_1204973\txtDocs\sfs01.txt,Social Functioning Scale
sfs_30,Recreation: How often you have done Reading books or magazines over the past 1 month?,G:\Package_1204973\txtDocs\sfs01.txt,Social Functioning Scale
sfs_31,Recreation: How often you have done Watching television over the past 1 month?,G:\Package_1204973\txtDocs\sfs01.txt,Social Functioning Scale
sfs_32,Recreation: How often you have done Listening to CDs or radio over the past 1 month?,G:\Package_1204973\txtDocs\sfs01.txt,Social Functioning Scale
sfs_33,Recreation: How often you have done Cooking over the past 1 month?,G:\Package_1204973\txtDocs\sfs01.txt,Social Functioning Scale
sfs_34,Recreation: How often you have done Home handyman projects over the past 1 month?,G:\Package_1204973\txtDocs\sfs01.txt,Social Functioning Scale
sfs_35,"""Recreation: How often you have done Fixing things (car, bike, household, etc.) over the past 1 month?""",G:\Package_1204973\txtDocs\sfs01.txt,Social Functioning Scale
sfs_36,"""Recreation: How often you have done Walking, hiking over the past 1 month?""",G:\Package_1204973\txtDocs\sfs01.txt,Social Functioning Scale
sfs_37,Recreation: How often you have done Driving \ cycling (as a recreation) over the past 1 month?,G:\Package_1204973\txtDocs\sfs01.txt,Social Functioning Scale
sfs_38,Recreation: How often you have done Swimming over the past 1 month?,G:\Package_1204973\txtDocs\sfs01.txt,Social Functioning Scale
sfs_39,"""Recreation: How often you have done Hobby (e.g., collecting things) over the past 1 month?""",G:\Package_1204973\txtDocs\sfs01.txt,Social Functioning Scale
sfs_40,Recreation: How often you have done Shopping over the past 1 month?,G:\Package_1204973\txtDocs\sfs01.txt,Social Functioning Scale
sfs_41,"""Recreation: How often you have done Artistic activities (painting, crafts,) over the past 1 month?""",G:\Package_1204973\txtDocs\sfs01.txt,Social Functioning Scale
sfs_42,Recreation: Total of Recreation items,G:\Package_1204973\txtDocs\sfs01.txt,Social Functioning Scale
sfs_43,Prosocial: How often you have participated in Going to the movies over the past 1 month?,G:\Package_1204973\txtDocs\sfs01.txt,Social Functioning Scale
sfs_44,Prosocial: How often you have participated in Going to the theatre or a concert over the past 1 month?,G:\Package_1204973\txtDocs\sfs01.txt,Social Functioning Scale
sfs_45,"""Prosocial: How often you have participated in Watching an indoor sport (basketball, ice hockey) over the past 1 month?""",G:\Package_1204973\txtDocs\sfs01.txt,Social Functioning Scale
sfs_46,"""Prosocial: How often you have participated in Watching an outdoor sport (football, soccer) over the past 1 month?""",G:\Package_1204973\txtDocs\sfs01.txt,Social Functioning Scale
sfs_47,Prosocial: How often you have participated in Visiting an art gallery or museum over the past 1 month?,G:\Package_1204973\txtDocs\sfs01.txt,Social Functioning Scale
sfs_48,Prosocial: How often you have participated in Visiting an exhibition or fair over the past 1 month?,G:\Package_1204973\txtDocs\sfs01.txt,Social Functioning Scale
sfs_49,Prosocial: How often you have participated in Visiting places of interest over the past 1 month?,G:\Package_1204973\txtDocs\sfs01.txt,Social Functioning Scale
sfs_50,"""Prosocial: How often you have participated in Meetings, talks, etc over the past 1 month?""",G:\Package_1204973\txtDocs\sfs01.txt,Social Functioning Scale
sfs_51,Prosocial: How often you have participated in Evening class over the past 1 month?,G:\Package_1204973\txtDocs\sfs01.txt,Social Functioning Scale
sfs_52,Prosocial: How often you have participated in Visiting relatives in their homes over the past 1 month?,G:\Package_1204973\txtDocs\sfs01.txt,Social Functioning Scale
sfs_53,Prosocial: How often you have participated in Being visited by relatives over the past 1 month?,G:\Package_1204973\txtDocs\sfs01.txt,Social Functioning Scale
sfs_54,Prosocial: How often you have participated in Visiting friends (including boy \ girlfriends) over the past 1 month?,G:\Package_1204973\txtDocs\sfs01.txt,Social Functioning Scale
sfs_55,Prosocial: How often you have participated in Going to a party over the past 1 month?,G:\Package_1204973\txtDocs\sfs01.txt,Social Functioning Scale
sfs_56,Prosocial: How often you have participated in Attending formal occasions over the past 1 month?,G:\Package_1204973\txtDocs\sfs01.txt,Social Functioning Scale
sfs_57,Prosocial: How often you have participated in Going to a dance club over the past 1 month?,G:\Package_1204973\txtDocs\sfs01.txt,Social Functioning Scale
sfs_58,Prosocial: How often you have participated in Going to a bar or club over the past 1 month?,G:\Package_1204973\txtDocs\sfs01.txt,Social Functioning Scale
sfs_59,Prosocial: How often you have participated in Playing an indoor sport over the past 1 month?,G:\Package_1204973\txtDocs\sfs01.txt,Social Functioning Scale
sfs_60,Prosocial: How often you have participated in Playing an outdoor sport over the past 1 month?,G:\Package_1204973\txtDocs\sfs01.txt,Social Functioning Scale
sfs_61,Prosocial: How often you have participated in Club \ society (e.g. Gardening Club) over the past 1 month?,G:\Package_1204973\txtDocs\sfs01.txt,Social Functioning Scale
sfs_62,Prosocial: How often you have participated in Going to a coffee shop over the past 1 month?,G:\Package_1204973\txtDocs\sfs01.txt,Social Functioning Scale
sfs_63,Prosocial: How often you have participated in Eating out in a restaurant over the past 1 month?,G:\Package_1204973\txtDocs\sfs01.txt,Social Functioning Scale
sfs_64,Prosocial: How often you have participated in Church or temple activity over the past 1 month?,G:\Package_1204973\txtDocs\sfs01.txt,Social Functioning Scale
sfs_65,Prosocial: Total of Prosocial items,G:\Package_1204973\txtDocs\sfs01.txt,Social Functioning Scale
sfs_66,Independence-c: How able are you at Public transport?,G:\Package_1204973\txtDocs\sfs01.txt,Social Functioning Scale
sfs_67,Independence-c: How able are you at Handling money?,G:\Package_1204973\txtDocs\sfs01.txt,Social Functioning Scale
sfs_68,Independence-c: How able are you at Budgeting?,G:\Package_1204973\txtDocs\sfs01.txt,Social Functioning Scale
sfs_69,Independence-c: How able are you at Cooking for self?,G:\Package_1204973\txtDocs\sfs01.txt,Social Functioning Scale
sfs_70,Independence-c: How able are you at Weekly shopping?,G:\Package_1204973\txtDocs\sfs01.txt,Social Functioning Scale
sfs_71,Independence-c: How able are you at Looking for a job?,G:\Package_1204973\txtDocs\sfs01.txt,Social Functioning Scale
sfs_72,Independence-c: How able are you at Washing own clothes?,G:\Package_1204973\txtDocs\sfs01.txt,Social Functioning Scale
sfs_73,Independence-c: How able are you at Personal hygiene?,G:\Package_1204973\txtDocs\sfs01.txt,Social Functioning Scale
sfs_74,"""Independence-c: How able are you at Washing, tidying, etc?""",G:\Package_1204973\txtDocs\sfs01.txt,Social Functioning Scale
sfs_75,Independence-c: How able are you at Buying things from stores?,G:\Package_1204973\txtDocs\sfs01.txt,Social Functioning Scale
sfs_76,Independence-c: How able are you at Leaving the house alone?,G:\Package_1204973\txtDocs\sfs01.txt,Social Functioning Scale
sfs_77,Independence-c: How able are you at Choosing and buying clothes?,G:\Package_1204973\txtDocs\sfs01.txt,Social Functioning Scale
sfs_78,Independence-c: How able are you at Caring for personal appearance?,G:\Package_1204973\txtDocs\sfs01.txt,Social Functioning Scale
sfs_79,Independence-c: Total of independence-c items,G:\Package_1204973\txtDocs\sfs01.txt,Social Functioning Scale
sfs_80,Employment/Occupational/Educational Functioning. Are you in regular employment?,G:\Package_1204973\txtDocs\sfs01.txt,Social Functioning Scale
sfs_82,"""Employment/Occupational/Educational Functioning. 1. If yes, how many hours do you work each week?""",G:\Package_1204973\txtDocs\sfs01.txt,Social Functioning Scale
sfs_86,"""Employment/Occupational/Educational Functioning. (Are you in regular employment).2.If no, how many hours per week?""",G:\Package_1204973\txtDocs\sfs01.txt,Social Functioning Scale
sfs_89,Employment/Occupational/Educational Functioning. 5.Are you on disability?,G:\Package_1204973\txtDocs\sfs01.txt,Social Functioning Scale
sfs_90,Employment/Occupational/Educational Functioning. 6.Do you attend hospital as a day patient?,G:\Package_1204973\txtDocs\sfs01.txt,Social Functioning Scale
sfs_92,Employment/Occupational/Educational Functioning.8.Do you think you are capable of some sort of employment?,G:\Package_1204973\txtDocs\sfs01.txt,Social Functioning Scale
sfs_93,"""Employment/Occupational/Educational Functioning. 9.If you are unemployed, how often do you make attempts to find a new job?""",G:\Package_1204973\txtDocs\sfs01.txt,Social Functioning Scale
sfs_94,Employment/Occupational/Educational Functioning. Total of Items,G:\Package_1204973\txtDocs\sfs01.txt,Social Functioning Scale
bsfs_sec1_total,Total for Social Engagement/Withdrawn ,G:\Package_1204973\txtDocs\sfs01.txt,Social Functioning Scale
sfs_sec7_instruct,Assign one of the following scores on the basis of the information provided:,G:\Package_1204973\txtDocs\sfs01.txt,Social Functioning Scale
bsfs_sec_grandtotal1,SFS Grand Total if employed,G:\Package_1204973\txtDocs\sfs01.txt,Social Functioning Scale
bsfs_sec_grandtotal2,SFS Grand Total if unemployed,G:\Package_1204973\txtDocs\sfs01.txt,Social Functioning Scale
bsfs_sec1_q1_week,Highest Score:,G:\Package_1204973\txtDocs\sfs01.txt,Social Functioning Scale
dema6,Which Best describes your current living situation?,G:\Package_1204973\txtDocs\sfs01.txt,Social Functioning Scale
collection_title,collection_title,G:\Package_1204973\txtDocs\sfs01.txt,Social Functioning Scale
collection_id,collection_id,G:\Package_1204973\txtDocs\sidp01.txt,Structured Interview for DSM IV Personality
sidp01_id,sidp01_id,G:\Package_1204973\txtDocs\sidp01.txt,Structured Interview for DSM IV Personality
dataset_id,dataset_id,G:\Package_1204973\txtDocs\sidp01.txt,Structured Interview for DSM IV Personality
subjectkey,The NDAR Global Unique Identifier (GUID) for research subject,G:\Package_1204973\txtDocs\sidp01.txt,Structured Interview for DSM IV Personality
src_subject_id,Subject ID how it's defined in lab/project,G:\Package_1204973\txtDocs\sidp01.txt,Structured Interview for DSM IV Personality
interview_age,Age in months at the time of the interview/test/sampling/imaging.,G:\Package_1204973\txtDocs\sidp01.txt,Structured Interview for DSM IV Personality
interview_date,Date on which the interview/genetic test/sampling/imaging/biospecimen was completed. MM/DD/YYYY,G:\Package_1204973\txtDocs\sidp01.txt,Structured Interview for DSM IV Personality
sex,Sex of subject at birth,G:\Package_1204973\txtDocs\sidp01.txt,Structured Interview for DSM IV Personality
par00a1,"301.0 Paranoid (PARND). (00A1) Suspects, without sufficient basis, that others are exploiting or deceiving him/her",G:\Package_1204973\txtDocs\sidp01.txt,Structured Interview for DSM IV Personality
par00a2,301.0 Paranoid (PARND). (00A2) Is preoccupied with unjustified doubts about loyalty or trustworthiness of friends or associates,G:\Package_1204973\txtDocs\sidp01.txt,Structured Interview for DSM IV Personality
par00a3,301.0 Paranoid (PARND). (00A3) Is reluctant to confide in others because of unwarranted fear that the info will be used maliciously against him/her,G:\Package_1204973\txtDocs\sidp01.txt,Structured Interview for DSM IV Personality
par00a4,301.0 Paranoid (PARND). (00A4) Reads hidden demeaning or threatening meanings into benign remarks or events,G:\Package_1204973\txtDocs\sidp01.txt,Structured Interview for DSM IV Personality
par00a5,"301.0 Paranoid (PARND). (00A5) Persistently bears grudges i.e. unforgiving of insults, injuries, or slights",G:\Package_1204973\txtDocs\sidp01.txt,Structured Interview for DSM IV Personality
par00a6,301.0 Paranoid (PARND). (00A6) Perceives attacks on his/her character or reputation that are not apparent to others and is quick to react angrily or counterattack,G:\Package_1204973\txtDocs\sidp01.txt,Structured Interview for DSM IV Personality
par00a7,"301.0 Paranoid (PARND). (00A7) Has recurrent suspicions, without justification, regarding fidelity of spouse of sexual partner",G:\Package_1204973\txtDocs\sidp01.txt,Structured Interview for DSM IV Personality
scz20a1,"301.20 Schizoid (SZOID).  (20A1) Neither desires nor enjoys close relationships, including being part of a family",G:\Package_1204973\txtDocs\sidp01.txt,Structured Interview for DSM IV Personality
scz20a2,301.20 Schizoid (SZOID).  (20A2) Almost always chooses solidarity activities,G:\Package_1204973\txtDocs\sidp01.txt,Structured Interview for DSM IV Personality
scz20a3,"301.20 Schizoid (SZOID).  (20A3) Has little, if any, interest in having sexual experiences with another person",G:\Package_1204973\txtDocs\sidp01.txt,Structured Interview for DSM IV Personality
scz20a4,"301.20 Schizoid (SZOID).  (20A4) Takes pleasure in few, if any, activities",G:\Package_1204973\txtDocs\sidp01.txt,Structured Interview for DSM IV Personality
scz20a5,301.20 Schizoid (SZOID).  (20A5) Lacks close friends or confidants other than 1st degree relatives,G:\Package_1204973\txtDocs\sidp01.txt,Structured Interview for DSM IV Personality
scz20a6,(20A6) Appears indifferent to praise or criticism,G:\Package_1204973\txtDocs\sidp01.txt,Structured Interview for DSM IV Personality
